,user_ID,gender,age,the_total_time_need_to_fill_questionnaire_form,prefecture_ID,region_ID,east/west_ID,currently_prefecture_ID,currently _regional_ID,currently_east/west_ID,0_if_features_5_and_8_are_equal
552,8200,1,1,244,13,3,0,13,3,0,0
553,9446,1,5,293,13,3,0,13,3,0,0
554,6483,0,3,289,9,3,0,11,3,0,1
555,1959,1,2,207,29,6,1,29,6,1,0
556,4753,0,2,345,18,5,0,18,5,0,0
557,9729,1,1,225,30,7,1,30,7,1,0
558,1482,1,2,395,26,6,1,26,6,1,0
559,9307,1,0,207,30,7,1,30,7,1,0
560,9116,1,2,229,40,9,1,40,9,1,0
561,1460,1,3,288,13,3,0,13,3,0,0
562,3599,0,2,257,14,3,0,13,3,0,1
563,8836,1,2,202,26,6,1,26,6,1,0
564,9969,1,0,195,12,3,0,12,3,0,0
565,9366,1,1,197,29,6,1,13,3,0,1
566,3703,0,3,282,11,3,0,11,3,0,0
567,1795,0,0,249,16,3,0,0,0,0,1
568,4789,0,1,225,26,6,1,26,6,1,0
569,1720,0,1,263,14,3,0,14,3,0,0
570,8814,1,1,217,7,2,0,13,3,0,1
571,8386,1,1,333,26,6,1,26,6,1,0
572,9222,1,1,200,12,3,0,14,3,0,1
573,8897,1,2,216,13,3,0,13,3,0,0
574,4307,0,1,166,29,6,1,29,6,1,0
575,3249,0,0,187,17,4,0,17,4,0,0
576,9204,1,3,456,31,7,1,31,7,1,0
577,1628,1,2,225,25,6,1,26,6,1,1
578,2015,0,1,223,29,6,1,11,3,0,1
579,1226,1,1,228,12,3,0,12,3,0,0
580,5035,0,2,289,34,7,1,34,7,1,0
581,1293,0,0,170,35,8,1,35,8,1,0
582,6969,0,1,179,26,6,1,26,6,1,0
583,1760,1,1,276,11,3,0,14,3,0,1
584,6587,0,1,232,13,3,0,13,3,0,0
585,8711,1,1,663,7,2,0,13,3,0,1
586,1857,1,2,333,13,3,0,7,2,0,1
587,9703,1,3,214,18,5,0,18,5,0,0
588,1933,0,5,677,40,9,1,26,6,1,1
589,1717,1,1,270,26,6,1,26,6,1,0
590,3803,0,2,262,19,5,0,18,5,0,1
591,8469,1,2,207,0,0,0,0,0,0,0
592,9668,1,2,618,13,3,0,14,3,0,1
593,9045,1,2,222,12,3,0,14,3,0,1
594,1243,0,2,249,11,3,0,11,3,0,0
595,8900,1,3,242,26,6,1,27,6,1,1
596,1523,0,3,256,8,3,0,8,3,0,0
597,6819,0,2,375,17,4,0,17,4,0,0
598,10048,1,4,413,26,6,1,25,6,1,1
599,5497,0,3,280,18,5,0,18,5,0,0
600,1297,0,4,412,18,5,0,18,5,0,0
601,9806,1,0,255,26,6,1,23,6,1,1
602,5149,0,4,315,4,1,0,4,1,0,0
603,8451,1,3,270,26,6,1,27,6,1,1
604,3431,0,1,259,4,1,0,4,1,0,0
605,8561,1,1,293,27,6,1,29,6,1,1
606,5351,0,3,312,4,1,0,6,1,0,1
607,1155,0,1,182,34,7,1,34,7,1,0
608,8607,1,1,185,39,9,1,39,9,1,0
609,3341,0,4,305,29,6,1,30,7,1,1
610,6545,0,3,439,7,2,0,7,2,0,0
611,5487,0,2,273,12,3,0,11,3,0,1
612,5703,0,1,236,3,1,0,3,1,0,0
613,8738,1,1,303,25,6,1,25,6,1,0
614,9355,1,1,265,20,2,0,13,3,0,1
615,9172,1,1,261,13,3,0,11,3,0,1
616,1,0,2,553,18,5,0,8,3,0,1
617,8773,1,2,308,13,3,0,12,3,0,1
618,5689,0,3,278,18,5,0,13,3,0,1
619,1771,1,3,473,28,6,1,13,3,0,1
620,3035,0,1,220,24,5,0,24,5,0,0
621,8118,1,2,258,44,9,1,44,9,1,0
622,8721,1,4,291,13,3,0,13,3,0,0
623,10119,1,3,410,29,6,1,29,6,1,0
624,3237,0,2,320,11,3,0,13,3,0,1
625,4013,0,3,289,14,3,0,14,3,0,0
626,8834,1,2,252,18,5,0,18,5,0,0
627,10038,1,1,483,11,3,0,11,3,0,0
628,8090,1,4,457,2,1,0,0,0,0,1
629,6785,0,1,196,26,6,1,26,6,1,0
630,9736,1,2,284,3,1,0,3,1,0,0
631,6141,0,1,351,40,9,1,40,9,1,0
632,5231,0,1,237,29,6,1,27,6,1,1
633,4047,0,2,307,26,6,1,13,3,0,1
634,5519,0,1,237,7,2,0,11,3,0,1
635,9466,1,3,390,31,7,1,31,7,1,0
636,9847,1,3,389,14,3,0,14,3,0,0
637,5683,0,5,277,29,6,1,43,9,1,1
638,8502,1,4,351,29,6,1,29,6,1,0
639,3383,0,2,302,5,1,0,13,3,0,1
640,9727,1,4,330,13,3,0,13,3,0,0
641,9787,1,2,448,29,6,1,29,6,1,0
642,5797,0,4,425,12,3,0,14,3,0,1
643,3573,0,1,184,14,3,0,20,2,0,1
644,1900,1,1,239,10,3,0,10,3,0,0
645,8041,1,2,236,12,3,0,12,3,0,0
646,5631,0,2,387,13,3,0,34,7,1,1
647,4399,0,2,407,13,3,0,13,3,0,0
648,9167,1,2,368,25,6,1,26,6,1,1
649,9214,1,0,280,7,2,0,7,2,0,0
650,4085,0,3,595,28,6,1,11,3,0,1
651,8468,1,1,219,11,3,0,11,3,0,0
652,1056,0,3,531,11,3,0,11,3,0,0
653,3399,0,4,309,44,9,1,13,3,0,1
654,9260,1,4,300,14,3,0,14,3,0,0
655,1065,1,1,187,0,0,0,0,0,0,0
656,9013,1,2,303,8,3,0,11,3,0,1
657,9291,1,1,313,26,6,1,26,6,1,0
658,6651,0,4,313,20,2,0,0,0,0,1
659,10030,1,1,245,9,3,0,9,3,0,0
660,3845,0,3,308,13,3,0,13,3,0,0
661,9007,1,1,245,13,3,0,13,3,0,0
662,5103,0,1,269,24,5,0,24,5,0,0
663,1118,0,4,276,23,6,1,23,6,1,0
664,3145,0,4,356,30,7,1,31,7,1,1
665,1347,1,2,332,26,6,1,29,6,1,1
666,9809,1,0,205,46,10,1,46,10,1,0
667,9294,1,2,221,13,3,0,13,3,0,0
668,9498,1,3,215,0,0,0,0,0,0,0
669,8412,1,2,298,17,4,0,17,4,0,0
670,3121,0,4,259,13,3,0,13,3,0,0
671,1599,1,2,426,14,3,0,14,3,0,0
672,3569,0,1,215,18,5,0,18,5,0,0
673,3533,0,1,182,24,5,0,24,5,0,0
674,8507,1,2,355,18,5,0,18,5,0,0
675,8650,1,1,252,7,2,0,7,2,0,0
676,8249,1,2,339,26,6,1,26,6,1,0
677,1371,1,2,239,6,1,0,6,1,0,0
678,9689,1,1,246,12,3,0,12,3,0,0
679,9894,1,2,435,13,3,0,13,3,0,0
680,8698,1,2,241,24,5,0,18,5,0,1
681,6419,0,3,328,18,5,0,18,5,0,0
682,3859,0,3,219,37,8,1,26,6,1,1
683,5481,0,1,210,3,1,0,13,3,0,1
684,5829,0,2,280,13,3,0,18,5,0,1
685,1148,1,3,248,29,6,1,13,3,0,1
686,3307,0,3,263,13,3,0,13,3,0,0
687,4233,0,2,214,24,5,0,24,5,0,0
688,1400,1,2,282,29,6,1,29,6,1,0
689,1949,1,1,288,18,5,0,18,5,0,0
690,1655,0,2,207,22,2,0,22,2,0,0
691,9188,1,1,184,14,3,0,14,3,0,0
692,10123,1,2,427,39,9,1,39,9,1,0
693,8039,1,2,261,13,3,0,11,3,0,1
694,8917,1,1,333,26,6,1,26,6,1,0
695,8733,1,2,230,13,3,0,13,3,0,0
696,1826,1,3,544,17,4,0,17,4,0,0
697,8732,1,2,274,13,3,0,13,3,0,0
698,9210,1,0,283,25,6,1,25,6,1,0
699,4095,0,2,401,23,6,1,25,6,1,1
700,1566,1,1,460,46,10,1,46,10,1,0
701,3723,0,1,303,12,3,0,12,3,0,0
702,9758,1,4,261,26,6,1,16,3,0,1
703,9574,1,1,287,13,3,0,14,3,0,1
704,7157,0,2,287,11,3,0,11,3,0,0
705,4401,0,3,323,13,3,0,13,3,0,0
706,3857,0,2,249,13,3,0,11,3,0,1
707,5333,0,2,224,34,7,1,26,6,1,1
708,1918,1,1,189,0,0,0,0,0,0,0
709,10127,1,2,232,17,4,0,13,3,0,1
710,1101,0,1,233,14,3,0,14,3,0,0
711,8666,1,2,279,22,2,0,22,2,0,0
712,6049,0,2,199,11,3,0,11,3,0,0
713,10108,1,1,246,12,3,0,12,3,0,0
714,8931,1,1,307,39,9,1,39,9,1,0
715,6041,0,2,580,5,1,0,12,3,0,1
716,5595,0,1,873,29,6,1,29,6,1,0
717,9392,1,1,307,13,3,0,13,3,0,0
718,9775,1,1,216,11,3,0,8,3,0,1
719,9203,1,2,198,13,3,0,13,3,0,0
720,1229,0,2,207,5,1,0,5,1,0,0
721,5983,0,3,188,13,3,0,12,3,0,1
722,5301,0,1,212,29,6,1,29,6,1,0
723,1927,0,3,284,31,7,1,31,7,1,0
724,8208,1,2,299,18,5,0,18,5,0,0
725,8510,1,3,273,39,9,1,39,9,1,0
726,9250,1,2,317,11,3,0,15,4,0,1
727,1667,1,2,356,16,3,0,16,3,0,0
728,3587,0,1,231,44,9,1,44,9,1,0
729,5207,0,2,322,22,2,0,29,6,1,1
730,4767,0,3,366,18,5,0,18,5,0,0
731,1491,1,1,330,12,3,0,12,3,0,0
732,5715,0,4,328,7,2,0,7,2,0,0
733,8285,1,1,196,4,1,0,4,1,0,0
734,8658,1,2,306,12,3,0,12,3,0,0
735,6391,0,1,427,7,2,0,14,3,0,1
736,4873,0,3,284,18,5,0,18,5,0,0
737,8684,1,3,218,13,3,0,13,3,0,0
738,1666,1,3,442,14,3,0,14,3,0,0
739,8404,1,1,609,14,3,0,14,3,0,0
740,4567,0,2,242,13,3,0,14,3,0,1
741,4359,0,2,255,29,6,1,29,6,1,0
742,8101,1,2,252,19,5,0,19,5,0,0
743,6909,0,2,219,13,3,0,13,3,0,0
744,7113,0,4,235,26,6,1,26,6,1,0
745,1190,1,2,434,11,3,0,11,3,0,0
746,8346,1,1,221,20,2,0,20,2,0,0
747,4275,0,3,279,39,9,1,39,9,1,0
748,1483,1,1,579,20,2,0,21,2,0,1
749,8291,1,1,226,17,4,0,17,4,0,0
750,1218,1,2,325,26,6,1,29,6,1,1
751,3581,0,4,248,16,3,0,16,3,0,0
752,4063,0,1,240,14,3,0,14,3,0,0
753,9521,1,1,319,29,6,1,29,6,1,0
754,8695,1,1,281,40,9,1,40,9,1,0
755,5681,0,1,321,11,3,0,11,3,0,0
756,9493,1,1,244,43,9,1,13,3,0,1
757,8638,1,2,279,21,2,0,13,3,0,1
758,6251,0,4,387,14,3,0,14,3,0,0
759,2001,0,1,227,11,3,0,11,3,0,0
760,4231,0,2,240,23,6,1,23,6,1,0
761,1166,0,3,415,29,6,1,29,6,1,0
762,3243,0,2,188,20,2,0,20,2,0,0
763,6717,0,4,281,31,7,1,39,9,1,1
764,3571,0,3,264,13,3,0,13,3,0,0
765,10073,1,3,313,13,3,0,13,3,0,0
766,8727,1,2,319,15,4,0,12,3,0,1
767,3273,0,2,219,24,5,0,18,5,0,1
768,4397,0,2,173,26,6,1,26,6,1,0
769,4845,0,1,173,4,1,0,18,5,0,1
770,9430,1,4,391,40,9,1,39,9,1,1
771,6165,0,1,211,26,6,1,26,6,1,0
772,1338,1,1,334,9,3,0,13,3,0,1
773,4601,0,2,353,14,3,0,14,3,0,0
774,6053,0,1,224,44,9,1,44,9,1,0
775,6345,0,3,378,0,0,0,0,0,0,0
776,10147,1,2,292,12,3,0,12,3,0,0
777,8289,1,3,224,26,6,1,26,6,1,0
778,8704,1,1,211,16,3,0,13,3,0,1
779,3247,0,2,273,13,3,0,13,3,0,0
780,4465,0,3,252,15,4,0,15,4,0,0
781,9444,1,2,254,18,5,0,18,5,0,0
782,9457,1,1,242,13,3,0,13,3,0,0
783,4215,0,1,229,29,6,1,29,6,1,0
784,6389,0,1,270,14,3,0,14,3,0,0
785,8313,1,1,214,13,3,0,13,3,0,0
786,8396,1,2,325,37,8,1,18,5,0,1
787,9255,1,2,175,40,9,1,40,9,1,0
788,1614,1,2,281,3,1,0,13,3,0,1
789,1269,1,1,245,12,3,0,12,3,0,0
790,6413,0,3,276,1,1,0,1,1,0,0
791,9241,1,1,261,8,3,0,14,3,0,1
792,4823,0,4,235,13,3,0,13,3,0,0
793,5567,0,2,251,18,5,0,18,5,0,0
794,9963,1,2,269,26,6,1,26,6,1,0
795,3063,0,1,274,12,3,0,13,3,0,1
796,8635,1,1,277,13,3,0,13,3,0,0
797,1074,1,2,263,13,3,0,13,3,0,0
798,1935,1,2,365,11,3,0,14,3,0,1
799,9399,1,2,168,13,3,0,13,3,0,0
800,5719,0,2,296,12,3,0,8,3,0,1
801,6521,0,4,612,0,0,0,0,0,0,0
802,1657,1,2,195,25,6,1,26,6,1,1
803,3711,0,2,283,27,6,1,27,6,1,0
804,9238,1,5,537,19,5,0,26,6,1,1
805,8010,1,2,205,26,6,1,26,6,1,0
806,2035,0,3,214,0,0,0,0,0,0,0
807,10116,1,1,238,11,3,0,11,3,0,0
808,2019,1,2,330,13,3,0,13,3,0,0
809,5727,0,1,255,34,7,1,31,7,1,1
810,3327,0,3,229,13,3,0,13,3,0,0
811,8694,1,2,251,29,6,1,13,3,0,1
812,1360,1,0,273,13,3,0,13,3,0,0
813,1083,1,3,290,39,9,1,16,3,0,1
814,10058,1,0,228,8,3,0,8,3,0,0
815,5857,0,2,262,14,3,0,14,3,0,0
816,8108,1,3,206,29,6,1,11,3,0,1
817,4213,0,1,257,14,3,0,10,3,0,1
818,8141,1,2,255,14,3,0,14,3,0,0
819,8976,1,2,344,16,3,0,16,3,0,0
820,1844,1,3,664,29,6,1,29,6,1,0
821,8093,1,1,249,29,6,1,26,6,1,1
822,9048,1,3,214,13,3,0,12,3,0,1
823,8343,1,1,269,12,3,0,12,3,0,0
824,1726,1,2,252,26,6,1,26,6,1,0
825,8293,1,2,241,26,6,1,26,6,1,0
826,1894,1,2,361,11,3,0,15,4,0,1
827,9109,1,1,222,8,3,0,8,3,0,0
828,6571,0,2,199,14,3,0,14,3,0,0
829,9871,1,2,293,0,0,0,17,4,0,1
830,1939,0,4,244,26,6,1,26,6,1,0
831,8303,1,2,321,13,3,0,13,3,0,0
832,6517,0,2,170,30,7,1,30,7,1,0
833,4051,0,2,202,44,9,1,39,9,1,1
834,9674,1,0,291,16,3,0,16,3,0,0
835,9585,1,2,365,14,3,0,14,3,0,0
836,3827,0,1,358,17,4,0,26,6,1,1
837,6015,0,2,239,26,6,1,26,6,1,0
838,8620,1,1,332,18,5,0,18,5,0,0
839,9133,1,1,259,42,9,1,42,9,1,0
840,9665,1,2,241,13,3,0,13,3,0,0
841,5183,0,3,627,21,2,0,21,2,0,0
842,3997,0,2,288,14,3,0,14,3,0,0
843,3879,0,2,249,29,6,1,26,6,1,1
844,4609,0,0,356,39,9,1,39,9,1,0
845,7117,0,2,166,26,6,1,26,6,1,0
846,6285,0,3,222,26,6,1,26,6,1,0
847,3653,0,3,289,16,3,0,16,3,0,0
848,3467,0,3,235,36,8,1,35,8,1,1
849,6209,0,3,317,13,3,0,13,3,0,0
850,5105,0,3,248,29,6,1,29,6,1,0
851,8304,1,1,284,27,6,1,26,6,1,1
852,9678,1,4,488,14,3,0,14,3,0,0
853,5257,0,3,319,13,3,0,12,3,0,1
854,9826,1,2,265,29,6,1,13,3,0,1
855,6617,0,5,488,2,1,0,0,0,0,1
856,8335,1,2,317,40,9,1,40,9,1,0
857,3969,0,3,187,13,3,0,14,3,0,1
858,1761,1,0,325,39,9,1,29,6,1,1
859,9918,1,1,216,31,7,1,31,7,1,0
860,1878,1,2,373,44,9,1,14,3,0,1
861,9510,1,2,271,18,5,0,18,5,0,0
862,9840,1,2,190,11,3,0,11,3,0,0
863,5669,0,1,208,14,3,0,14,3,0,0
864,6605,0,2,312,14,3,0,11,3,0,1
865,9715,1,4,442,11,3,0,11,3,0,0
866,9927,1,2,228,8,3,0,12,3,0,1
867,1865,1,1,486,24,5,0,24,5,0,0
868,4243,0,5,395,13,3,0,14,3,0,1
869,6675,0,1,271,16,3,0,16,3,0,0
870,8909,1,2,226,12,3,0,14,3,0,1
871,9512,1,3,292,0,0,0,14,3,0,1
872,9464,1,2,275,10,3,0,10,3,0,0
873,8378,1,1,557,9,3,0,9,3,0,0
874,1596,1,3,315,26,6,1,26,6,1,0
875,1290,0,2,376,5,1,0,11,3,0,1
876,1212,1,2,247,14,3,0,14,3,0,0
877,9442,1,2,258,1,1,0,12,3,0,1
878,9036,1,2,244,17,4,0,17,4,0,0
879,9083,1,2,307,1,1,0,13,3,0,1
880,10008,1,0,351,14,3,0,11,3,0,1
881,4865,0,1,225,26,6,1,26,6,1,0
882,5679,0,2,177,8,3,0,20,2,0,1
883,5463,0,0,244,29,6,1,29,6,1,0
884,1820,1,1,332,9,3,0,13,3,0,1
885,5569,0,5,245,13,3,0,13,3,0,0
886,8268,1,2,389,35,8,1,35,8,1,0
887,4563,0,3,631,10,3,0,10,3,0,0
888,9990,1,3,555,14,3,0,14,3,0,0
889,9804,1,1,237,39,9,1,39,9,1,0
890,9086,1,2,183,12,3,0,12,3,0,0
891,8702,1,2,297,31,7,1,18,5,0,1
892,3763,0,4,340,13,3,0,14,3,0,1
893,8786,1,1,280,14,3,0,1,1,0,1
894,8486,1,2,374,26,6,1,26,6,1,0
895,6139,0,3,320,18,5,0,18,5,0,0
896,8645,1,1,269,18,5,0,18,5,0,0
897,5551,0,1,241,0,0,0,0,0,0,0
898,8906,1,2,310,14,3,0,14,3,0,0
899,4861,0,4,228,24,5,0,24,5,0,0
900,9989,1,2,391,18,5,0,18,5,0,0
901,8237,1,1,303,26,6,1,26,6,1,0
902,8061,1,1,183,26,6,1,26,6,1,0
903,9455,1,2,531,24,5,0,25,6,1,1
904,8121,1,2,332,42,9,1,14,3,0,1
905,4097,0,1,284,13,3,0,13,3,0,0
906,8402,1,3,215,11,3,0,0,0,0,1
907,8625,1,1,192,13,3,0,11,3,0,1
908,9038,1,2,233,0,0,0,0,0,0,0
909,1108,0,3,206,18,5,0,18,5,0,0
910,6423,0,2,174,0,0,0,0,0,0,0
911,9424,1,1,314,16,3,0,16,3,0,0
912,10044,1,2,838,39,9,1,18,5,0,1
913,3075,0,2,346,14,3,0,27,6,1,1
914,9019,1,2,368,26,6,1,26,6,1,0
915,3295,0,3,282,25,6,1,25,6,1,0
916,9155,1,2,706,11,3,0,11,3,0,0
917,5221,0,3,428,26,6,1,25,6,1,1
918,5765,0,4,294,26,6,1,26,6,1,0
919,9916,1,1,452,18,5,0,26,6,1,1
920,6937,0,2,415,14,3,0,14,3,0,0
921,3831,0,3,253,13,3,0,13,3,0,0
922,6745,0,2,228,1,1,0,13,3,0,1
923,6753,0,4,350,29,6,1,26,6,1,1
924,4431,0,3,249,13,3,0,12,3,0,1
925,6843,0,2,419,45,9,1,25,6,1,1
926,1544,1,1,264,13,3,0,13,3,0,0
927,3651,0,3,229,16,3,0,16,3,0,0
928,4897,0,1,385,26,6,1,26,6,1,0
929,3989,0,3,566,13,3,0,13,3,0,0
930,1976,0,3,519,26,6,1,26,6,1,0
931,8047,1,2,176,13,3,0,13,3,0,0
932,1802,1,2,444,14,3,0,14,3,0,0
933,1534,0,2,275,25,6,1,25,6,1,0
934,6607,0,3,296,13,3,0,11,3,0,1
935,9448,1,1,322,8,3,0,8,3,0,0
936,6259,0,3,310,13,3,0,13,3,0,0
937,9437,1,1,221,12,3,0,12,3,0,0
938,1287,0,2,210,6,1,0,6,1,0,0
939,8482,1,4,304,26,6,1,26,6,1,0
940,10035,1,1,230,26,6,1,26,6,1,0
941,3807,0,2,191,6,1,0,13,3,0,1
942,9232,1,2,233,18,5,0,18,5,0,0
943,9954,1,2,271,0,0,0,0,0,0,0
944,8944,1,1,355,26,6,1,26,6,1,0
945,1606,1,2,207,26,6,1,13,3,0,1
946,6529,0,2,322,13,3,0,13,3,0,0
947,1788,1,1,215,0,0,0,0,0,0,0
948,8088,1,1,274,39,9,1,39,9,1,0
949,1972,0,2,246,16,3,0,31,7,1,1
950,10100,1,1,311,14,3,0,14,3,0,0
951,1464,1,2,287,29,6,1,29,6,1,0
952,1882,0,2,235,5,1,0,5,1,0,0
953,5989,0,2,290,13,3,0,12,3,0,1
954,3897,0,1,225,39,9,1,39,9,1,0
955,8795,1,2,533,13,3,0,11,3,0,1
956,3883,0,2,260,39,9,1,26,6,1,1
957,9233,1,1,344,34,7,1,34,7,1,0
958,6695,0,3,353,26,6,1,26,6,1,0
959,6945,0,0,202,4,1,0,4,1,0,0
960,1770,1,0,325,20,2,0,20,2,0,0
961,3791,0,2,642,8,3,0,8,3,0,0
962,8622,1,1,196,26,6,1,14,3,0,1
963,8375,1,2,425,13,3,0,12,3,0,1
964,4467,0,3,384,29,6,1,29,6,1,0
965,8629,1,1,193,18,5,0,16,3,0,1
966,7033,0,1,295,0,0,0,13,3,0,1
967,1254,1,2,289,13,3,0,11,3,0,1
968,1030,0,5,359,13,3,0,14,3,0,1
969,1609,0,1,225,8,3,0,8,3,0,0
970,8019,1,1,220,13,3,0,13,3,0,0
971,6295,0,4,324,13,3,0,13,3,0,0
972,1835,1,1,214,26,6,1,26,6,1,0
973,7069,0,3,434,16,3,0,26,6,1,1
974,6221,0,2,238,22,2,0,12,3,0,1
975,9052,1,2,339,29,6,1,14,3,0,1
976,8018,1,2,382,13,3,0,13,3,0,0
977,3977,0,1,208,14,3,0,14,3,0,0
978,1584,0,3,358,39,9,1,31,7,1,1
979,5285,0,2,298,14,3,0,8,3,0,1
980,5393,0,4,338,34,7,1,31,7,1,1
981,9909,1,1,384,13,3,0,11,3,0,1
982,3039,0,2,223,13,3,0,14,3,0,1
983,8347,1,3,210,14,3,0,14,3,0,0
984,6159,0,3,369,15,4,0,8,3,0,1
985,8576,1,2,302,30,7,1,30,7,1,0
986,4829,0,2,234,13,3,0,13,3,0,0
987,5995,0,3,209,28,6,1,36,8,1,1
988,4947,0,2,558,14,3,0,14,3,0,0
989,9695,1,1,280,13,3,0,11,3,0,1
990,8828,1,0,382,29,6,1,29,6,1,0
991,5005,0,0,250,29,6,1,25,6,1,1
992,8387,1,1,267,37,8,1,13,3,0,1
993,6355,0,3,229,17,4,0,14,3,0,1
994,4785,0,2,309,6,1,0,6,1,0,0
995,1891,1,2,188,26,6,1,26,6,1,0
996,10094,1,2,278,0,0,0,0,0,0,0
997,9731,1,1,215,14,3,0,14,3,0,0
998,9651,1,3,472,45,9,1,31,7,1,1
999,1710,1,2,220,29,6,1,29,6,1,0
1000,4737,0,0,258,34,7,1,34,7,1,0
1001,6187,0,2,392,12,3,0,14,3,0,1
1002,1781,1,2,276,14,3,0,11,3,0,1
1003,9646,1,3,388,14,3,0,14,3,0,0
1004,3561,0,3,482,18,5,0,18,5,0,0
1005,9402,1,0,243,16,3,0,16,3,0,0
1006,8822,1,1,229,13,3,0,13,3,0,0
1007,1884,1,4,180,31,7,1,12,3,0,1
1008,9492,1,2,493,14,3,0,14,3,0,0
1009,1205,1,4,364,44,9,1,14,3,0,1
1010,10024,1,2,683,26,6,1,26,6,1,0
1011,3709,0,2,186,26,6,1,26,6,1,0
1012,9531,1,1,473,13,3,0,13,3,0,0
1013,5021,0,2,325,26,6,1,16,3,0,1
1014,4423,0,2,364,18,5,0,18,5,0,0
1015,8767,1,1,180,20,2,0,20,2,0,0
1016,1332,1,0,206,19,5,0,19,5,0,0
1017,4341,0,2,212,6,1,0,7,2,0,1
1018,8920,1,1,220,12,3,0,12,3,0,0
1019,8256,1,2,394,14,3,0,14,3,0,0
1020,1299,0,4,384,17,4,0,17,4,0,0
1021,4937,0,2,264,14,3,0,14,3,0,0
1022,8896,1,1,364,0,0,0,0,0,0,0
1023,9258,1,3,401,44,9,1,16,3,0,1
1024,9738,1,2,374,26,6,1,23,6,1,1
1025,1306,0,3,508,13,3,0,13,3,0,0
1026,6161,0,4,367,13,3,0,13,3,0,0
1027,6269,0,3,291,26,6,1,26,6,1,0
1028,6903,0,3,222,3,1,0,3,1,0,0
1029,7043,0,2,242,31,7,1,31,7,1,0
1030,4205,0,3,289,20,2,0,20,2,0,0
1031,4125,0,2,231,18,5,0,12,3,0,1
1032,4565,0,1,212,24,5,0,14,3,0,1
1033,8258,1,2,347,12,3,0,14,3,0,1
1034,8329,1,3,352,16,3,0,16,3,0,0
1035,2008,0,0,367,14,3,0,14,3,0,0
1036,6579,0,2,234,18,5,0,19,5,0,1
1037,9436,1,1,250,1,1,0,14,3,0,1
1038,8678,1,1,283,13,3,0,13,3,0,0
1039,9777,1,0,235,13,3,0,13,3,0,0
1040,6101,0,2,432,14,3,0,14,3,0,0
1041,4413,0,2,289,14,3,0,5,1,0,1
1042,9333,1,2,184,26,6,1,11,3,0,1
1043,9017,1,2,250,6,1,0,6,1,0,0
1044,8094,1,1,206,39,9,1,0,0,0,1
1045,9310,1,0,289,7,2,0,7,2,0,0
1046,3137,0,4,253,17,4,0,17,4,0,0
1047,1942,1,2,382,11,3,0,11,3,0,0
1048,6895,0,4,229,14,3,0,14,3,0,0
1049,6841,0,2,237,16,3,0,11,3,0,1
1050,1094,0,5,393,39,9,1,39,9,1,0
1051,5033,0,2,338,3,1,0,3,1,0,0
1052,4765,0,2,214,8,3,0,13,3,0,1
1053,9976,1,1,234,3,1,0,3,1,0,0
1054,8840,1,2,174,12,3,0,12,3,0,0
1055,8394,1,2,220,29,6,1,26,6,1,1
1056,9152,1,0,237,13,3,0,13,3,0,0
1057,1157,1,1,395,18,5,0,18,5,0,0
1058,1206,1,2,219,12,3,0,12,3,0,0
1059,7019,0,1,220,12,3,0,12,3,0,0
1060,9707,1,2,325,26,6,1,26,6,1,0
1061,1450,0,1,255,10,3,0,10,3,0,0
1062,9518,1,1,265,12,3,0,12,3,0,0
1063,6501,0,3,458,26,6,1,26,6,1,0
1064,1486,0,2,362,29,6,1,36,8,1,1
1065,8166,1,2,206,29,6,1,29,6,1,0
1066,1073,0,3,278,13,3,0,13,3,0,0
1067,5383,0,1,269,0,0,0,0,0,0,0
1068,8152,1,2,388,0,0,0,0,0,0,0
1069,4149,0,4,314,13,3,0,4,1,0,1
1070,6489,0,2,232,21,2,0,21,2,0,0
1071,1767,1,3,411,29,6,1,29,6,1,0
1072,8160,1,1,201,35,8,1,35,8,1,0
1073,2016,0,1,366,34,7,1,34,7,1,0
1074,5445,0,1,344,11,3,0,11,3,0,0
1075,1821,0,2,327,13,3,0,14,3,0,1
1076,8619,1,2,332,11,3,0,11,3,0,0
1077,8091,1,2,244,14,3,0,14,3,0,0
1078,10077,1,1,297,34,7,1,23,6,1,1
1079,10150,1,4,233,26,6,1,29,6,1,1
1080,8104,1,3,256,0,0,0,0,0,0,0
1081,5507,0,2,293,13,3,0,13,3,0,0
1082,6471,0,3,386,29,6,1,29,6,1,0
1083,1916,1,2,245,8,3,0,13,3,0,1
1084,9973,1,2,270,17,4,0,17,4,0,0
1085,1619,0,2,314,11,3,0,11,3,0,0
1086,5779,0,2,669,13,3,0,11,3,0,1
1087,1144,0,2,260,7,2,0,7,2,0,0
1088,6525,0,1,399,26,6,1,26,6,1,0
1089,9060,1,2,264,14,3,0,12,3,0,1
1090,3623,0,1,262,26,6,1,26,6,1,0
1091,7131,0,3,267,11,3,0,14,3,0,1
1092,6793,0,3,297,19,5,0,12,3,0,1
1093,1757,1,2,307,26,6,1,26,6,1,0
1094,9470,1,2,216,0,0,0,0,0,0,0
1095,1469,1,1,196,11,3,0,11,3,0,0
1096,1725,1,2,216,26,6,1,26,6,1,0
1097,1281,1,2,366,18,5,0,18,5,0,0
1098,1863,1,2,272,29,6,1,29,6,1,0
1099,1729,1,2,221,29,6,1,29,6,1,0
1100,8111,1,3,271,14,3,0,14,3,0,0
1101,9180,1,2,322,0,0,0,0,0,0,0
1102,1796,0,1,213,30,7,1,30,7,1,0
